Application Date,Planned Completion Date,Facility Name,Facility Owner,Operation Type,Permit Number,Project Type,School Address,School Level,School Name,School Website,Status,URL,Description,Planned Start Date
1/15/16,2/12/16,FELTONVILLE INTERMEDIATE,,Renovation,AN16-000098,Minor Removal Project,,Elementary,Feltonville Intermediate School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75378707&permit_ID=2624196,FELTONVILLE INTERMEDIATE ACADEMY - REVISION - COMPLETION DATE 02/12/16,11/20/15
1/15/19,1/18/19,CAMELOT ACADEMY AT BOONE,,Renovation,AN19-000052,Incidental Removal Project,,Middle/High,Camelot Academy,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79077535&permit_ID=4944206,CAMELOT ACADEMY AT BOONE - REM 1 LF ACPFI IN BOILER ROOM ELECTRICAL ROOM.,1/16/19
1/15/19,3/1/19,AMY @ J MARTIN SCHOOL,,Renovation,AN19-000053,Non Friable Removal,,Middle,Alternative Middle Years at James Martin,,Approved-ABS,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79077550&permit_ID=4944220,"AMY @ J MARTIN SCHOOL - REM 3 SF OF VAT IN 1ST FLR HALL OUTSIDE MAIN OFFICE, 3 SF OF VAT IN 1ST FLR HALL OUTSIDE LIBRARY, 3 SF OF vat IN 1ST FLOR HALL ACROSS 109, 3 SF OF vat IN 2ND FLOOR HALL OUTSIDE 202, 4 SF OF VAT IN 2ND FLOR HALL ACROSS 209, 3 SF OF vat IN 3RD FLOOR HALL OUTSIDE 302, 3 SF OF VAT IN 3RD FLOOR HALL ACROSS 309, ""REM 12 LF ACPI in Classroom 209"".",1/16/19
1/15/21,1/15/21,B. FRANKLIN HS,,Renovation,AN21-000055,Incidental Removal Project,,High,Benjamin Franklin High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82936955&permit_ID=7929505,B. FRANKLIN HS - REM <1 LF ACPIF IN 1ST FLOOR STAIRWAY h HATCHWAY & REM 2 LF ACPFI IN 1ST FLOOR BOYS RESTROOM 123.,1/15/21
1/15/21,1/15/21,GIRLS HS,,Renovation,AN21-000056,Incidental Removal Project,,High,Philadelphia High School for Girls,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82936986&permit_ID=7929528,GIRLS HS - REM 1 LF ACPFI IN BOILER ROOM.,1/15/21
1/15/21,1/29/21,FELL ES,,Renovation,AN21-000057,Major Removal Project,,Elementary/Middle,D. Newlin Fell School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82937048&permit_ID=7929591,"FELL ES - REM 15 LF ACPI IN BASEMENT EG/STORAGE 032, REM 16 LF ACPI IN BASEMENT SW FOYER S02, REM 14 LF ACPI IN BASEMENT NW FOYER S01A, REM 15 LF ACPI IN BASEMENT NE VISITOR ENTRANCE S05A, REM 4 LF ACPIF & CAP 1 LF ACPI IN KITCHEN STORAGE CLOSET.",1/18/21
1/16/18,2/2/18,HOPKINSON ES,,Renovation,AN18-000057,Minor Removal Project,,Elementary/Middle,Francis Hopkinson School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77799962&permit_ID=4050570,"HOPKINSON ES - CAP 1 LF ACPI IN ROOMS: 206, 204, 203 CLOSET, 201 & 107, CAP 10 SF OF DUCT INSULATION IN CAFE EXIT HALL.",1/17/18
1/16/18,2/2/18,LOESCHE ES,,Renovation,AN18-000059,Incidental Removal Project,,Elementary,William H. Loesche School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77800370&permit_ID=4050888,LOESCHE ES - REM <1 LF ACPFI IN PIPE CHASE INSIDE RESTROOM NEAR GYM.,1/17/18
1/16/18,2/2/18,FORREST ES,,Renovation,AN18-000060,Minor Removal Project,,Elementary,Edwin Forrest School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77800413&permit_ID=4050915,"FORREST ES - CAP 2 LF ACPI IN 2ND FLR TEACHERS LOUNGE, 2 LF ACPI IN 2ND FLOOR TEACHERS LOUNGE CLOSET, 2 LF ACPI IN 2ND FLOOR COUNSELORS OFFICE, 2 LF ACPI IN 203, 1 LF ACPI IN 204, 2 LF ACPI IN 205, 2 LF ACPI IN 207, 2 LF ACPI IN HALL BY 211, 2 LF ACPI IN STAIRS BY 108, 2 LF ACPI IN 1ST FLR HALL & 1 LF ACPI IN 101, REM 6 SF OF VAT IN MAIN OFFICE.",1/17/18
1/16/18,2/2/18,MOTIVATION HS (OLD TURNER),,Renovation,AN18-000056,Incidental Removal Project,,High,Motivation High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77799888&permit_ID=4050503,"MOTIVATION HS (OLD TURNER MS) - REM 150 SF OF VAT IN CONFERENCE ROOM BY SCHOOL POLICE, 225 SF OF VAT IN VESTIBULE OUTSIDE SCHOOL POLICE, 450 SF OF VAT IN MAIN OFFICE BACK HALLWAY, 175 SF OF VAT IN NURSE SUITE EXAM ROOM, 100 SF OF VAT IN NURSE'S SUITE BOY'S COT ROOM, 15 SF OF VAT IN NURSES OFFICE, 120 SF OF VAT IN SHCOOL PSYCHOLOGIST''S OFFICE, 170 SF OF VAT IN BOY'S GYM REAR FOYER EXIT.",1/17/18
1/16/19,2/8/19,CATHARINE ES,,Renovation,AN19-000059,Major Removal Project,,Elementary,Joseph W. Catharine School,,Final Documentation Overd,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79079759&permit_ID=4945424,"CATHARINE ES - REM 30 LF ACPI & 4 LF ACPFI IN GYM, 24 LF ACPI IN CAFETERIA, 20 LF ACPI IN STAIR NEXT TO 103, CAP 1 LF ACPIF IN 201, REM 16 LF ACPI & 4 LF ACPFI IN 205, CAP 1 LF ACPFI IN 208, CAP 1 LF ACPFI IN 209, REM 20 LF ACPI & 9 LF ACPFI IN HALL FROM TEACHERS LOUNGE TO 201, REM 16 LF ACPI & 6 LF ACPFI IN HALL OUTSIDE 201-205, REM 12 LF ACPI IN HALL FROM 300B TO 310, REM 12 LF ACPI IN HALL OUTSIDE 301-305, REM 12 LF ACPI IN 301, REM 12 LF ACPI IN 303.",1/17/19
1/16/20,3/1/20,HOPKINSON ES,,Renovation,AN20-000054,Major Removal Project,,Elementary/Middle,Francis Hopkinson School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81270363&permit_ID=6781233,HOPKINSON ES - SEE NOTIFICATION,1/17/20
1/16/20,7/5/20,ROWEN ES,,Renovation,AN20-000051,Major Removal Project,,Elementary,William Rowen School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81270221&permit_ID=6781133,"ROWEN ES - CAP 2 LF ACPI IN BASEMETN BOY'S RR, <1 LF ACPFI IN OFFICE 103, <1 LF ACPFI IN HALL OUTSIDE 112, 1 LF ACPFI IN MAIN OFFICE, 2 LF ACPI IN BASEMENT GIRLS RR, 1 LF ACPI IN HALL ACROSS 213, 1 LF ACPI IN 210, 1 LF ACPI IN 206, 1 LF ACPI IN 205, 1 LF ACPI IN 203, REM 12 LF ACPI IN 2ND FLOOR SERVICE CLOSET 220B, CAP 1 LF ACPI IN HALL ACROSS 208, CAP 2 LF ACPI IN HALL OUTSIDE 107, 2 LF ACPI IN 105, <1 LF ACPI IN 103, <1 LF ACPI IN 102, REM 12 LF ACPI IN HALL NEXT TO 104/103.",1/17/20
1/17/18,2/9/18,MCCLOSKEY ES,,Renovation,AN18-000063,Incidental Removal Project,,Elementary/Middle,John F. McCloskey School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77801503&permit_ID=4051509,"MCCLOSKEY ES - REM 5 SF OF VAT IN MEN'S TEACHER LOUNGE ADJACENT 206, REM 350 SF OF VAT IN 1ST FLOOR HALL LEADING TO IMC.",1/18/18
1/17/18,2/9/18,HOLME ES,,Renovation,AN18-000064,Minor Removal Project,,Elementary,Thomas Holme School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77801581&permit_ID=4051550,"HOLME ES - REM 3 LF ACPI IN AUDITORIUM CRAWLSPACE, 2 LF ACPI IN BASEMENT HALL NEAR KITCHEN ENTRANCE, 5 LF ACPI IN ROF ACCESS/STAIRS, 2 LF ACPI IN STROAGE ROOM 4&5, 10 LF ACPI IN CLASSROOM 4, 10 LF ACPI IN BASEMENT STORAGE ROOM ADJ HEAD START KITCHEN.",1/18/18
1/17/18,2/9/18,WILSON MS,,Renovation,AN18-000065,Minor Removal Project,,Middle,Woodrow Wilson School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77801645&permit_ID=4051582,"WILSON MS - CAP <1 LF ACPI IN 1ST FLR HALL O/S 105, <1 LF ACPI IN STAIR OUTSIDE 201, <1 LF ACPI IN STAIR OUTSIDE 301, 3 LF ACPI IN 3RD FLR HALL OUTSIDE 320, <1 LF ACPI IN 3RD FLR HALL OUTSIDE 319, <1 LF ACPI IN 3RD FLOR HALL OUTSIDE 306, 1 LF ACPI IN 3RD FLR HALL OUTSIDE 319, <1 LF ACPI IN STAIRWELL 1, <1 LF ACPI IN STAIRWELL2, <1 LF ACPI IN STAIRWELL 3, <1 LF ACPI IN STAIRWELL 1, <1 LF ACPI IN STAIRWELL 2, 2 LF ACPI IN HALL OUTSIDE CAFE/AUDITORIUM.",1/18/18
1/17/19,1/25/19,B FRANLIN HS,,Renovation,AN19-000065,Minor Removal Project,,High,Benjamin Franklin High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79081593&permit_ID=4946574,"B FRANKLIN HS - REM 1 LF ACPFI & 5 LF ACPI IN 5TH FLOOR GIRLS RESTROOM, REM 2 LF ACPFI IN 4TH FLOOR BOY'S RESTROOM PIPE CHASE ACROSS 403.",1/18/19
1/18/18,2/23/18,BLAINE ES,,Renovation,AN18-000068,Minor Removal Project,,Elementary/Middle,James G. Blaine School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77803120&permit_ID=4052433,"BLAINE ES - REM 120 SF OF VAT IN STAIR #2, 205 SF OF VAT IN 2ND FLOOR WOMEN'S RESTROOM, 215 SF OF VAT IN BOOK STORAGE ROOM 105A, CAP 5 SF OF TEXTURED CEILING PAINT (TCP) IN CAFE BOY'S RR, 5 SF OF TCP IN 105, 1 SF OF TCP IN 216, 6 SF OF TCP IN HALL FROM 310-316, 5 SF OF TCP IN 316, 5 SF OF TCP IN 314, 5 SF OF TCP IN 304, 10 SF OF TCP IN HALL FROM 300-309, 1 SF OF TCP IN BASEMENT HALL BY 005, 25 SF OF TCP IN SERVER ROOM B2, 2 SF OF TCP IN B6, <1 SF OF TCP IN HALL OUTSIDE B6, ""REM 204 SF of VAT in",1/19/18
1/18/18,2/9/18,WIDENER MEMORIAL SCHOOL,,Renovation,AN18-000067,Incidental Removal Project,,Elementary/Middle/High,Widener Memorial School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77803078&permit_ID=4052404,WIDENER MEMORIAL SCHOOL - REM 1100 SF OF VAT IN ROOM 35.,1/19/18
1/18/19,2/18/19,GAMP,,Renovation,AN19-000075,Major Removal Project,,Middle/High,Girard Academic Music Program,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79083592&permit_ID=4947664,"GIRARD ACADEMIC MUSIC PROGRAM (GAMP) - REM 15 LF ACPI ON LEFT PIPE, 15 LF ACPI ON CENTER PIPE, 15 LF ACPI ON RIGHT PIPE IN CLASSROOM 102 CLOSET.",1/25/19
1/18/19,1/25/19,HESTON ES,,Renovation,AN19-000071,Non Friable Removal,,Elementary/Middle,Edward Heston School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79083364&permit_ID=4947489,"HESTON ES - REM 28 SF OF FIRE DOORS IN 3RD FLOOR STAIRWELL BY 308, 2ND FLOOR STAIRWELL NEAR 208 & 1ST FLOOR STAIRWELL NEAR READING ROOM 106.",1/19/19
1/18/19,2/9/19,PATTERSON ES,,Renovation,AN19-000073,Minor Removal Project,,Elementary,John M. Patterson School,,Approved-ABS,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79083448&permit_ID=4947542,"PATTERSON ES - CAP 1 LF ACPI IN BASEMENT GYM/CAFETERIA, ""REM 19 LF ACPI & <1 LFACPFI in Basement Boiler Room-back wall, CAP 1 LF ACPI in Basement Boiler Room - left of entrance, REM 5 LF ACPI in Basement Custodial Storage Room"".",1/18/19
1/18/19,2/1/19,GIRLS HS,,Renovation,AN19-000074,Minor Removal Project,,High,Philadelphia High School for Girls,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79083538&permit_ID=4947618,"GIRLS HS - REM 1 LF ACPFI IN PUMP UTILITY ROOM, REM 10 LF ACPI & 1 LF ACPFI IN 216.",1/22/19
1/19/16,4/29/16,PARKWAY CENTER CITY HS,,Renovation,AN16-000106,Major Removal Project,,High,Parkway Center City Middle College High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75574600&permit_ID=2625399,"PARKWAY CENTER CITY - CAP 3 LF ACPI IN RM 501 & CAP <1 LF ACPFI IN KITCHEN, REM 2 LF ACPI IN 5TH FLR HALL NEAR ROOM 502 AND 504A, CAP 2 LF ACPI in BE Office, REM 2 LF ACPI in Stir next to 103, REM 1 LF ACPI in Classroom to left of Main Entrance Doors in Foyer, REM 3 LF ACPI in Computer Room 102, REM 1 LF ACPI in 4th Flr Girls Restroom near 411, REM 2 lf ACPI in Rm 405, REM 1 LF ACPI in 401, REM 2 lf ACPI in 301, REM 4 LF ACPI in 303, REM 1 LF ACPI in 303A, REM 3 LF ACPI in 306, REM 3 lf ACPI in",1/20/16
1/19/16,1/22/16,Alternative Education Program,,Renovation,AN16-000107,Minor Removal Project,,Elementary,Crossroads at Hunting Park,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75574817&permit_ID=2625555,Alternative Education Program - REM 240 SF of VAT in Room G-1.,1/20/16
1/19/16,2/12/16,DOBBINS HS,,Renovation,AN16-000108,Minor Removal Project,,High,Murrell Dobbins Career and Technical High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75574927&permit_ID=2625613,"DOBBINS HS - REM 12 LF ACPI & 1 LF ACPFI IN 1ST FLOOR HALL OUTSIDE AUDITORIUM & GIRLS RESTROOM, REM 2 LF ACPI & <1 LF ACPFI IN HALLWAY FROM BOILER ROOM TO RAMP, REM 3 LF ACPI IN RM 201, REM 2 LF ACPI IN SUB-BASEMENT HALL TO RAMP TO FREIGHT ELEVATOR AREA.",1/20/16
1/19/18,2/9/18,COOKE ES,,Renovation,AN18-000076,Major Removal Project,,Elementary/Middle,Jay Cooke School,,Final Documentation Overd,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77806421&permit_ID=4054777,"COOKE ES - CAP 1 LF ACPI IN 108 CLOSET, REM <1 LF ACPFI IN 209, REM 2 LF ACPI IN 211, REM 5 LF & 7 LF ACPI IN 212, 6 LF & 7 LF ACPI IN 213, 6, LF, 6 LF & 8 LF ACPI IN 214, 6 LF ACPI IN 215, 8 LF ACPI IN 216, 5 LF ACPI IN 217, 6 LF ACPFI IN 1ST FLR HALL OUTSIDE HEALTH CENTER ENTRANCE, 1 LF ACPFI IN HALL OUTSIDE 103, 1 LF ACPFI IN HALL OUTSIDE BOY'S SIDE FAN ROOM, 6 LF ACPFI IN HALL OUTSIDE BASEMENT ENTRANCE.",1/22/18
1/19/18,2/9/18,LINGELBBACH ES,,Renovation,AN18-000077,Minor Removal Project,,Elementary/Middle,Anna L. Lingelbach School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77806520&permit_ID=4054847,"LINGELBACH ES - REM 10 SF OF ACOUSTICAL CEILING PLASTER IN HALL FROM IMC TO STAIRWELL 4, REM 465 SF OF VAT IN ROOM 304, <1 LF ACPFI IN STORAGE CLOSET ACROSS 105, 25 SF OF VAT IN 1ST FLOOR CUSTODIAL CLOSET.",1/22/18
1/19/21,2/13/21,PENNYPACKER ES,,Renovation,AN21-000075,Minor Removal Project,,Elementary/Middle,Samuel Pennypacker School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82983580&permit_ID=7933815,"PENNYPACKER ES - REM 2 LF GASKET MATERIAL IN FAN ROOM/BE OFFICE, REM 1 LF ACPFI IN 104 COAT CLOSET, REM 1 LF ACPFI IN 107 CLOAT CLOSET, CAP <1 LF ACPI & <1 LF ACPFI IN GYM/CAFE, REM 2 LF ACPFI IN 304 COAT CLOSET, REM 2 LF ACPFI IN 307 COAT CLOSET, CAP 1 LF ACPI, 1 LF ACPI & REM 1 SF OF DEBRIS IN 311B CLOSET PIPE SHAFT, REM 1 LF ACPFI IN 204 COAT CLOSET.",1/21/21
1/19/21,1/25/21,SPRING GARDEN ES,,Renovation,AN21-000074,Small Removal Project,,Elementary/Middle,Spring Garden School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82983476&permit_ID=7933732,SPRING GARDEN ES - REM 3 LF ACPI IN 2nd Floor - Southeast Closet in Hallway,1/21/21
1/19/21,2/1/21,WD KELLEY ES,,Renovation,AN21-000073,Incidental Removal Project,,Elementary/Middle,William D. Kelley School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82983454&permit_ID=7933715,WD KELLEY ES - REM 220 SF OF VAT IN BE OFFICE & 2 LF ACPFI IN CRAWLSPACE 3B.,1/21/21
1/20/17,2/24/17,MAYFAIR ES,,Renovation,AN17-000075,Incidental Removal Project,,Elementary/Middle,Mayfair School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76868639&permit_ID=3503588,MAYFAIR ES - REM 25 SF OF COVE BASE MOLDING IN CLOSET BY ROOM 108 and REM 1 LF ACPI in 1st floor corridor.,1/23/17
1/21/16,2/5/16,TM PEIRCE ES,,Renovation,AN16-000120,Minor Removal Project,,Elementary,Thomas M. Peirce School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75576013&permit_ID=2626305,TM PEIRCE ES - REM 8 LF ACPI IN BASEMENT HALL ADJACENT BOILER ROOM.,1/22/16
1/21/20,1/21/20,OLNEY ES,,Emergency Renovation,AN20-000069,Small Removal Project,,Elementary/Middle,Olney School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81289551&permit_ID=6796483,OLNEY ES - REM 2 SF OF DEBRIS & <1 LF ACPI IN BOILER ROOM LEFT OF ENTRANCE.,1/21/20
1/21/21,1/27/21,SAYRE HS,,Renovation,AN21-000078,Minor Removal Project,,High,William L. Sayre High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82989380&permit_ID=7937122,SAYRE HS - REM 15 LF ACPI & 2 LF ACPFI IN Pipe Chase in Boy's Restroom between Gym and Sayre Heath Center.,1/25/21
1/22/19,2/16/19,PENNELL ES,,Renovation,AN19-000082,Major Removal Project,,Elementary,Joseph Pennell School,,Final Documentation Overd,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79088174&permit_ID=4949813,"PENNELL ES - CAP 2 LF ACPI IN 102, REM 12 LF ACPI IN 203, 12 LF ACPI IN 210, 20 LF ACPI IN 209, 12 LF ACPI IN 303 CLOSET, 12 LF ACPI IN 311, ""24"" LF ACPI IN 307, 12 LF ACPI IN 308.",1/23/19
1/22/21,1/30/21,BREGY ES,,Renovation,AN21-000083,Minor Removal Project,,Elementary/Middle,F. Amedee Bregy School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82992020&permit_ID=7938769,"BREGY ES - REM 1 LF ACPI IN 2ND FLOOR GIRL'S RR 211B, REM 12 LF ACPI IN 2nd Floor Custodial Closet 231 in Hall near Classroom 210, REM 1 LF ACPFI IN GYM TEACHER OFFICE 015X.",1/25/21
1/22/21,3/8/21,EMLEN ES,,Renovation,AN21-000084,Major Removal Project,,Elementary,Eleanor C. Emlen School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82992284&permit_ID=7939011,"EMLEN ES - REM 46 LF & 6 SF OF DEBRIS IN 200 CLOSET, REM 11 LF ACPI IN 200, REM 14 LF ACPI IN COUNSELORS SUITE STORAGE CLOSET, REM 7 LF ACPI IN STORAGE CLOSET NEXT TO OFFICE 308A.",2/1/21
1/22/21,2/1/21,PATTERSON ES,,Renovation,AN21-000087,Minor Removal Project,,Elementary,John M. Patterson School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82992426&permit_ID=7939127,"PATTERSON ES - REM 19 LF & <1 LF ACPFI IN BASEMENT BOILER ROOM BACK WALL, CAP 1 LF ACPI IN BASEMENT BOILER ROOM LEFT OF ENTRANCE, REM 5 LF ACPI IN BASEMENT CUSTODIAL STORAG ROOM, REM 30 SF OF VAT IN 103, CAP 1 LF ACPI IN 201 & CAP 1 LF ACPI IN 101.",1/25/21
1/23/17,2/3/17,ETHEL ALLEN ES,,Renovation,AN17-000076,Incidental Removal Project,,Elementary/Middle,Dr. Ethel Allen School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76871700&permit_ID=3504945,Ethel Allen ES - REM 3000 SF of VAT in Gym.,1/24/17
1/23/18,1/24/18,Former Fels School,,Emergency Renovation,AN18-000085,Major Removal Project,,Elementary,Laura H. Carnell School,,Final Documentation Overd,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77811196&permit_ID=4056934,ACPI found during demolition,1/24/18
1/23/19,9/30/19,LOGAN ES,,Renovation,AN19-000086,Minor Removal Project,,Elementary,James Logan School,,Approved-ABS,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79090474&permit_ID=4951185,LOGAN ES - REM 3 SF OF ROPE & 3 SF OF PACKING FROM BOILER #2.,1/25/19
1/24/18,2/16/18,CRAMP ES,,Renovation,AN18-000099,Small Removal Project,,Elementary,William Cramp School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77813565&permit_ID=4058121,"CRAMP ES - REM 1 SF OF HEAT SHIELD INSULATION IN: (1) CLASSROOM 13b BOY'S & GIRLS RESTROOMS, CLASSROOM 109 RESTROOMS AND CAP 1 SF OF PLASTER CEILING IN 3RD FLOOR GIRL'S RESTROOM.",1/26/18
1/24/18,2/16/18,KENSINGTON HS,,Renovation,AN18-000098,Minor Removal Project,,High,Kensington High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77813532&permit_ID=4058111,"KENSINGTON HS - ""REM 6 LF"" ACPI IN CLASSROOM 5, REM ""13"" LF ACPI IN OFFICE 4, CAP <1 LF ACPFI IN 2ND FLOOR BOY'S RR ACROSS ELEVATOR, CAP 2 LF ACPI IN 307 PIPE SHAFT, CAP <1 LF ACPI IN OFFICE 319 PIPE SHAFT.",1/26/18
1/24/18,3/2/18,CENTRAL HS FIELD HOUSE,,Renovation,AN18-000095,Small Removal Project,,High,Central High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77813183&permit_ID=4057891,"CENTRAL HS FIELD HOUSE LOCATED AT BROAD & SUMMERVILLE STREETS: REM 1 LF ACPFI IN 1ST FLOOR RIGHT SIDE LOCKER ROOM AREA, REM 2 LF ACPFI IN 1ST FLOOR EXTERIOR RESTROOM ON SOUTH SIDE.",2/14/18
1/24/18,2/12/18,EMLEN ES,,Renovation,AN18-000094,Incidental Removal Project,,Elementary,Eleanor C. Emlen School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77813165&permit_ID=4057879,"EMLEN ES - CAP 1 LF ACPI IN COUNSELORS SUITE STORAGE CLOSET, CAP 1 LF ACPI IN STORAGE CLOSET NEX TO OFFICE 308A.",1/25/18
1/24/18,2/12/18,SPRING GARDEN ES,,Renovation,AN18-000093,Incidental Removal Project,,Elementary/Middle,Spring Garden School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77813117&permit_ID=4057846,SPRING GARDEN ES - CAP <1 LF ACPFI IN BUILDING ENGINEER RESTROOM & REM 200 SF OF VAT IN BUILDING ENGINEER OFFICE.,1/25/18
1/24/19,2/1/19,COOKE ES,,Renovation,AN19-000090,Minor Removal Project,,Elementary/Middle,Jay Cooke School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79092233&permit_ID=4952244,"COOKE ES - REM 6 LF ACPI, ""2 LF ACPFI, & 20 SF of Debris"" IN ROOM 214.",1/25/19
